TIME,SENSOR 1,SENSOR 2,SENSOR 3,SENSOR 4 
2969,1490,1403,3133,1482
2970,1492,1403,3132,1483
2971,1492,1403,3133,1487
2972,1492,1403,3133,1484
2973,1494,1402,3135,1482
2974,1496,1401,3135,1484
2975,1497,1402,3136,1488
2976,1496,1400,3137,1490
2977,1495,1399,3136,1493
2978,1496,1398,3135,1490
2979,1496,1398,3135,1489
2980,1497,1397,3135,1486
2981,1496,1395,3136,1484
2982,1498,1397,3135,1486
2983,1497,1397,3137,1487
2984,1497,1395,3138,1484
2985,1498,1395,3140,1485
2986,1497,1395,3142,1486
2987,1499,1396,3143,1487
2988,1498,1396,3145,1491
2989,1497,1397,3148,1492
2990,1499,1399,3151,1494
2991,1499,1398,3151,1492
2992,1501,1399,3153,1490
2993,1503,1399,3155,1493
2994,1505,1398,3154,1494
2995,1505,1400,3153,1492
2996,1507,1401,3152,1494
2997,1508,1404,3153,1495
2998,1510,1407,3156,1494
2999,1510,1405,3159,1493
3000,1509,1405,3162,1497
3001,1511,1407,3163,1495
3002,1512,1410,3163,1496
3003,1511,1413,3166,1497
3004,1513,1416,3167,1495
3005,1513,1419,3169,1498
3006,1512,1418,3170,1501
3007,1512,1416,3172,1498
3008,1512,1418,3175,1497
3009,1511,1416,3174,1496
3010,1510,1419,3176,1499
3011,1512,1421,3175,1501
3012,1511,1421,3176,1504
3013,1511,1423,3177,1508
3014,1510,1423,3178,1512
3015,1510,1423,3181,1509
3016,1511,1424,3180,1511
3017,1510,1425,3182,1508
3018,1509,1428,3182,1508
3019,1510,1429,3183,1507
3020,1511,1427,3183,1504
3021,1510,1427,3182,1507
3022,1512,1430,3182,1505
3023,1511,1432,3181,1502
3024,1513,1431,3182,1499
3025,1514,1433,3184,1500
3026,1513,1435,3187,1502
3027,1515,1433,3189,1500
3028,1517,1432,3192,1500
3029,1518,1432,3193,1497
3030,1517,1431,3195,1494
3031,1516,1429,3196,1494
3032,1516,1428,3195,1496
3033,1518,1427,3196,1498
3034,1520,1427,3196,1499
3035,1520,1426,3199,1497
3036,1521,1424,3201,1496
3037,1522,1425,3201,1497
3038,1523,1425,3201,1495
3039,1523,1423,3200,1498
3040,1525,1421,3202,1498
3041,1524,1422,3203,1497
3042,1526,1421,3205,1494
3043,1527,1421,3204,1491
3044,1528,1419,3203,1494
3045,1528,1420,3203,1491
3046,1530,1421,3204,1493
3047,1532,1422,3206,1491
3048,1532,1420,3207,1492
3049,1532,1421,3207,1489
3050,1533,1423,3209,1487
3051,1533,1422,3208,1485
3052,1533,1424,3208,1485
3053,1535,1425,3211,1483
3054,1537,1423,3211,1481
3055,1538,1421,3212,1480
3056,1539,1419,3213,1484
3057,1539,1419,3212,1481
3058,1541,1418,3213,1479
3059,1543,1420,3216,1481
3060,1543,1421,3219,1481
3061,1542,1420,3219,1482
3062,1541,1421,3219,1480
3063,1543,1421,3218,1482
3064,1543,1421,3218,1480
3065,1542,1423,3221,1480
3066,1544,1423,3224,1479
3067,1543,1422,3225,1481
3068,1545,1425,3227,1482
3069,1544,1424,3226,1482
3070,1545,1426,3226,1480
3071,1546,1429,3226,1482
3072,1548,1429,3228,1485
3073,1547,1432,3231,1482
3074,1548,1430,3234,1481
3075,1548,1433,3236,1483
3076,1548,1432,3237,1482
3077,1548,1431,3237,1482
3078,1550,1433,3236,1480
3079,1550,1433,3237,1483
3080,1550,1434,3236,1487
3081,1552,1433,3237,1485
3082,1553,1435,3239,1483
3083,1555,1438,3239,1484
3084,1557,1436,3242,1482
3085,1559,1435,3244,1484
3086,1561,1433,3244,1486
3087,1563,1436,3245,1487
3088,1563,1439,3246,1490
3089,1563,1440,3249,1491
3090,1562,1441,3249,1492
3091,1562,1440,3249,1491
3092,1563,1440,3249,1490
3093,1564,1439,3248,1487
3094,1565,1441,3247,1488
3095,1566,1441,3249,1488
3096,1567,1442,3248,1486
3097,1569,1441,3251,1490
3098,1568,1439,3251,1493
3099,1568,1438,3254,1490
3100,1570,1440,3257,1488
3101,1570,1440,3259,1488
3102,1571,1443,3261,1491
3103,1572,1445,3263,1492
3104,1574,1448,3263,1494
3105,1573,1448,3262,1495
3106,1574,1448,3261,1497
3107,1574,1447,3262,1496
3108,1573,1448,3262,1498
3109,1574,1450,3263,1496
3110,1574,1448,3264,1494
3111,1574,1451,3264,1498
3112,1574,1454,3264,1496
3113,1573,1457,3264,1497
3114,1574,1459,3263,1495
3115,1574,1459,3263,1495
3116,1575,1458,3264,1495
3117,1576,1456,3265,1493
3118,1577,1455,3264,1494
3119,1579,1457,3265,1491
3120,1579,1457,3265,1494
3121,1578,1455,3266,1498
3122,1577,1454,3266,1496
3123,1576,1456,3266,1499
3124,1577,1459,3267,1498
3125,1576,1462,3266,1500
3126,1576,1461,3265,1499
3127,1578,1460,3268,1496
3128,1580,1463,3270,1496
3129,1581,1462,3269,1496
3130,1583,1465,3269,1499
3131,1585,1465,3272,1497
3132,1584,1467,3274,1500
3133,1585,1470,3276,1501
3134,1587,1470,3275,1502
3135,1588,1470,3277,1505
3136,1589,1469,3279,1502
3137,1591,1470,3278,1504
3138,1593,1470,3280,1505
3139,1594,1470,3280,1505
3140,1593,1469,3280,1505
3141,1593,1472,3280,1507
3142,1595,1474,3281,1509
3143,1595,1472,3282,1507
3144,1595,1470,3284,1508
3145,1594,1473,3283,1505
3146,1596,1474,3286,1508
3147,1597,1475,3285,1510
3148,1599,1475,3285,1511
3149,1598,1477,3287,1513
3150,1597,1477,3290,1511
3151,1596,1477,3293,1512
3152,1597,1475,3295,1513
3153,1599,1473,3297,1516
3154,1598,1472,3297,1518
3155,1599,1470,3296,1516
3156,1601,1468,3299,1519
3157,1600,1470,3300,1519
3158,1601,1468,3302,1521
3159,1600,1471,3302,1518
3160,1602,1474,3304,1519
3161,1602,1475,3303,1521
3162,1602,1477,3306,1523
3163,1604,1475,3306,1524
3164,1605,1473,3307,1523
3165,1605,1471,3310,1520
3166,1605,1469,3310,1521
3167,1604,1468,3309,1524
3168,1603,1471,3310,1522
3169,1605,1471,3312,1526
3170,1606,1470,3314,1526
3171,1608,1468,3316,1525
3172,1608,1469,3319,1526
3173,1610,1471,3322,1528
3174,1609,1471,3324,1530
3175,1608,1474,3327,1531
3176,1607,1472,3326,1533
3177,1607,1475,3326,1530
3178,1608,1474,3326,1532
3179,1608,1476,3326,1531
3180,1610,1476,3327,1531
3181,1612,1474,3329,1535
3182,1614,1477,3331,1535
3183,1615,1479,3332,1532
3184,1617,1482,3335,1535
3185,1619,1482,3337,1539
3186,1619,1481,3340,1540
3187,1619,1482,3340,1540
3188,1618,1480,3342,1543
3189,1619,1478,3344,1540
3190,1620,1476,3345,1538
3191,1621,1476,3347,1540
3192,1621,1475,3347,1542
3193,1620,1475,3346,1540
3194,1622,1476,3345,1540
3195,1621,1477,3345,1540
3196,1623,1480,3348,1541
3197,1624,1480,3350,1542
3198,1625,1478,3352,1541
3199,1626,1481,3355,1538
3200,1627,1483,3355,1540
3201,1628,1482,3356,1540
3202,1630,1484,3356,1537
3203,1629,1483,3357,1541
3204,1628,1485,3360,1538
3205,1630,1483,3361,1537
3206,1630,1485,3360,1535
3207,1631,1487,3362,1533
3208,1633,1489,3361,1535
3209,1633,1487,3361,1534
3210,1634,1487,3360,1538
3211,1633,1487,3359,1536
3212,1635,1489,3358,1534
3213,1635,1487,3358,1534
3214,1634,1486,3358,1535
3215,1635,1485,3358,1536
3216,1637,1486,3358,1533
3217,1636,1484,3359,1536
3218,1637,1485,3362,1535
3219,1637,1483,3363,1534
3220,1636,1482,3365,1531
3221,1638,1483,3364,1531
3222,1638,1485,3365,1535
3223,1638,1486,3366,1533
3224,1640,1485,3365,1534
3225,1641,1485,3364,1533
3226,1643,1485,3365,1530
3227,1645,1484,3367,1529
3228,1645,1482,3366,1533
3229,1645,1485,3365,1537
3230,1647,1487,3366,1534
3231,1649,1485,3368,1536
3232,1650,1484,3368,1536
3233,1650,1483,3371,1538
3234,1650,1486,3374,1536
3235,1649,1486,3377,1533
3236,1649,1485,3379,1531
3237,1650,1487,3379,1530
3238,1650,1485,3380,1527
3239,1651,1486,3383,1527
3240,1650,1487,3383,1524
3241,1652,1489,3385,1522
3242,1653,1488,3385,1521
3243,1652,1491,3388,1520
3244,1654,1492,3388,1519
3245,1655,1492,3387,1523
3246,1654,1494,3389,1522
3247,1656,1493,3390,1523
3248,1655,1493,3392,1527
3249,1655,1496,3392,1529
3250,1656,1496,3393,1527
3251,1655,1495,3393,1531
3252,1657,1497,3396,1530
3253,1659,1497,3395,1527
3254,1660,1495,3395,1526
3255,1661,1494,3395,1527
3256,1663,1497,3395,1531
3257,1662,1495,3398,1532
3258,1662,1496,3397,1535
3259,1663,1498,3399,1536
3260,1664,1499,3402,1538
3261,1664,1499,3405,1537
3262,1666,1500,3407,1539
3263,1665,1502,3408,1539
3264,1665,1505,3409,1540
3265,1666,1504,3408,1538
3266,1667,1505,3407,1537
3267,1666,1506,3407,1537
3268,1667,1508,3409,1536
3269,1668,1511,3409,1533
3270,1667,1512,3408,1533
3271,1668,1514,3407,1531
3272,1668,1514,3410,1532
3273,1670,1515,3410,1533
3274,1671,1515,3411,1534
3275,1673,1513,3413,1533
3276,1675,1516,3415,1532
3277,1676,1515,3418,1533
3278,1677,1514,3417,1534
3279,1679,1513,3416,1533
3280,1678,1514,3419,1530
3281,1679,1517,3418,1531
3282,1681,1519,3418,1531
3283,1680,1519,3420,1531
3284,1679,1522,3420,1533
3285,1678,1520,3421,1536
3286,1679,1523,3422,1535
3287,1681,1525,3422,1535
3288,1681,1527,3422,1535
3289,1680,1525,3424,1537
3290,1679,1526,3425,1535
3291,1679,1527,3424,1535
3292,1681,1527,3425,1536
3293,1682,1530,3427,1536
3294,1682,1532,3427,1540
3295,1683,1535,3428,1544
3296,1684,1533,3428,1543
3297,1686,1536,3428,1547
3298,1687,1534,3430,1547
3299,1687,1534,3433,1549
3300,1688,1532,3435,1548
3301,1688,1533,3437,1550
3302,1689,1533,3440,1549
3303,1691,1534,3443,1552
3304,1691,1537,3443,1556
3305,1690,1535,3443,1555
3306,1692,1537,3444,1555
3307,1693,1537,3447,1557
3308,1693,1539,3450,1559
3309,1695,1538,3449,1561
3310,1697,1537,3449,1565
3311,1699,1537,3450,1565
3312,1700,1539,3451,1565
3313,1702,1541,3453,1562
3314,1702,1542,3452,1563
3315,1703,1541,3451,1565
3316,1705,1541,3454,1565
3317,1707,1544,3453,1563
3318,1707,1542,3453,1562
3319,1707,1542,3453,1562
3320,1708,1542,3453,1563
3321,1709,1540,3455,1564
3322,1710,1539,3455,1566
3323,1712,1542,3458,1563
3324,1711,1541,3458,1561
3325,1710,1542,3461,1558
3326,1712,1545,3462,1555
3327,1713,1547,3464,1552
3328,1712,1548,3466,1555
3329,1711,1546,3467,1554
3330,1712,1549,3466,1553
3331,1713,1549,3468,1556
3332,1715,1548,3469,1560
3333,1714,1548,3469,1562
3334,1713,1551,3470,1566
3335,1715,1550,3473,1564
3336,1714,1549,3476,1561
3337,1714,1548,3478,1558
3338,1714,1546,3481,1559
3339,1713,1545,3480,1562
3340,1712,1546,3481,1563
3341,1712,1546,3482,1567
3342,1714,1545,3482,1568
3343,1713,1545,3484,1569
3344,1713,1543,3485,1570
3345,1714,1541,3486,1568
3346,1715,1540,3485,1570
3347,1717,1543,3485,1568
3348,1717,1543,3484,1566
3349,1716,1543,3483,1563
3350,1716,1543,3486,1567
3351,1716,1546,3489,1570
3352,1717,1548,3489,1568
3353,1717,1551,3491,1568
3354,1719,1553,3492,1572
3355,1719,1552,3495,1576
3356,1721,1554,3497,1573
3357,1721,1552,3498,1577
3358,1721,1550,3498,1574
3359,1723,1553,3499,1572
3360,1725,1556,3501,1575
3361,1726,1556,3502,1573
3362,1728,1555,3502,1575
3363,1730,1555,3504,1577
3364,1731,1554,3503,1577
3365,1731,1553,3504,1578
3366,1732,1552,3503,1580
3367,1734,1552,3506,1578
3368,1733,1553,3508,1579
3369,1732,1554,3509,1582
3370,1731,1555,3511,1582
3371,1730,1555,3514,1586
3372,1732,1557,3517,1586
3373,1732,1555,3516,1587
3374,1733,1555,3515,1586
3375,1734,1554,3515,1588
3376,1733,1556,3514,1591
3377,1734,1559,3513,1592
3378,1734,1559,3514,1596
3379,1736,1560,3515,1593
3380,1738,1563,3515,1596
3381,1737,1561,3516,1596
3382,1737,1564,3518,1600
3383,1736,1567,3520,1602
3384,1735,1569,3521,1600
3385,1734,1572,3520,1603
3386,1735,1570,3520,1604
3387,1736,1572,3520,1604
3388,1737,1573,3519,1606
3389,1738,1573,3519,1605
3390,1737,1573,3521,1603
3391,1737,1576,3520,1602
3392,1737,1578,3522,1603
3393,1738,1579,3523,1604
3394,1739,1581,3526,1602
3395,1741,1580,3529,1601
3396,1740,1579,3531,1599
3397,1740,1579,3530,1601
3398,1742,1581,3533,1603
3399,1741,1581,3535,1600
3400,1742,1583,3537,1597
3401,1744,1584,3539,1596
3402,1745,1584,3539,1593
3403,1744,1584,3541,1597
3404,1746,1583,3541,1599
3405,1745,1586,3541,1600
3406,1744,1586,3542,1600
3407,1744,1588,3543,1598
3408,1743,1590,3542,1602
3409,1743,1590,3543,1603
3410,1745,1591,3545,1602
3411,1745,1592,3547,1601
3412,1744,1594,3548,1598
3413,1743,1597,3550,1597
3414,1743,1597,3552,1596
3415,1742,1598,3551,1594
3416,1741,1596,3550,1598
3417,1741,1596,3551,1602
3418,1742,1599,3552,1601
3419,1744,1598,3555,1599
3420,1746,1598,3557,1597
3421,1745,1597,3556,1596
3422,1745,1598,3556,1599
3423,1745,1598,3556,1600
3424,1747,1601,3556,1604
3425,1748,1604,3558,1602
3426,1747,1604,3560,1605
3427,1748,1604,3563,1607
3428,1749,1604,3564,1609
3429,1750,1606,3565,1606
3430,1751,1609,3564,1610
3431,1753,1609,3564,1613
3432,1753,1612,3564,1610
3433,1753,1613,3564,1613
3434,1752,1614,3567,1610
3435,1754,1613,3568,1610
3436,1755,1614,3567,1608
3437,1755,1613,3568,1608
3438,1755,1612,3570,1610
3439,1756,1613,3572,1613
3440,1757,1613,3571,1617
3441,1758,1615,3574,1617
3442,1759,1615,3576,1618
3443,1761,1616,3579,1621
3444,1760,1619,3582,1621
3445,1762,1618,3584,1622
3446,1762,1619,3583,1623
3447,1763,1620,3584,1623
3448,1765,1618,3587,1625
3449,1764,1618,3587,1625
3450,1763,1618,3590,1625
3451,1763,1620,3591,1625
3452,1764,1622,3592,1624
3453,1765,1622,3591,1627
3454,1767,1620,3590,1624
3455,1768,1619,3592,1625
3456,1769,1621,3592,1628
3457,1771,1622,3595,1629
3458,1773,1621,3596,1631
3459,1773,1622,3595,1635
3460,1772,1620,3595,1638
3461,1772,1623,3597,1641
3462,1773,1623,3599,1642
3463,1772,1624,3602,1645
3464,1773,1627,3601,1646
3465,1774,1627,3602,1646
3466,1773,1630,3601,1646
3467,1773,1632,3600,1649
3468,1773,1631,3599,1650
3469,1772,1634,3599,1649
3470,1773,1635,3600,1651
3471,1773,1636,3601,1655
3472,1775,1637,3600,1652
3473,1777,1639,3600,1649
3474,1777,1639,3601,1651
3475,1779,1641,3600,1651
3476,1778,1644,3599,1653
3477,1780,1642,3601,1653
3478,1780,1645,3603,1652
3479,1780,1647,3605,1652
3480,1782,1646,3607,1652
3481,1781,1645,3608,1654
3482,1782,1646,3611,1653
3483,1783,1646,3612,1651
3484,1782,1647,3614,1649
3485,1781,1646,3614,1650
3486,1781,1647,3613,1647
3487,1781,1645,3616,1647
3488,1781,1643,3619,1645
3489,1781,1644,3619,1648
3490,1781,1642,3622,1648
3491,1783,1644,3625,1645
3492,1785,1642,3627,1646
3493,1785,1643,3627,1646
3494,1787,1645,3627,1649
3495,1787,1643,3626,1653
3496,1789,1641,3625,1657
3497,1791,1643,3625,1660
3498,1790,1641,3626,1657
3499,1791,1640,3628,1659
3500,1790,1641,3629,1662
3501,1791,1640,3630,1666
3502,1793,1642,3629,1669
3503,1793,1641,3630,1672
3504,1793,1640,3629,1669
3505,1794,1641,3632,1669
3506,1793,1642,3633,1667
3507,1792,1643,3632,1671
3508,1793,1644,3635,1673
3509,1795,1643,3637,1674
3510,1794,1641,3636,1675
3511,1794,1639,3636,1679
3512,1796,1640,3638,1680
3513,1798,1642,3641,1679
3514,1800,1641,3643,1683
3515,1802,1641,3644,1686
3516,1802,1640,3644,1687
3517,1803,1641,3647,1689
3518,1802,1644,3647,1692
3519,1802,1642,3648,1692
3520,1801,1642,3651,1693
3521,1803,1640,3651,1694
3522,1805,1642,3652,1695
3523,1807,1643,3651,1699
3524,1809,1642,3651,1699
3525,1808,1641,3652,1698
3526,1809,1640,3654,1698
3527,1810,1641,3653,1696
3528,1811,1640,3655,1699
3529,1810,1642,3658,1696
3530,1810,1642,3659,1696
3531,1811,1640,3662,1695
3532,1810,1641,3662,1694
3533,1810,1640,3665,1698
3534,1809,1642,3665,1697
3535,1808,1642,3665,1698
3536,1807,1643,3664,1701
3537,1806,1643,3663,1704
3538,1808,1643,3663,1703
3539,1810,1645,3663,1705
3540,1810,1645,3662,1704
3541,1810,1646,3663,1707
3542,1810,1649,3663,1706
3543,1811,1649,3663,1704
3544,1811,1650,3664,1702
3545,1813,1649,3663,1699
3546,1814,1651,3664,1697
3547,1815,1649,3667,1697
3548,1815,1652,3666,1695
3549,1816,1652,3666,1695
3550,1816,1655,3667,1699
3551,1816,1657,3666,1699
3552,1816,1656,3668,1701
3553,1817,1658,3670,1700
3554,1816,1658,3673,1697
3555,1815,1659,3676,1698
3556,1815,1662,3676,1695
3557,1815,1660,3675,1698
3558,1814,1662,3675,1698
3559,1813,1662,3678,1697
3560,1812,1662,3678,1699
3561,1811,1664,3680,1702
3562,1812,1663,3682,1702
3563,1813,1666,3683,1703
3564,1815,1669,3682,1701
3565,1814,1668,3685,1699
3566,1816,1670,3685,1702
3567,1817,1671,3685,1700
3568,1816,1670,3685,1702
3569,1815,1668,3684,1701
3570,1815,1670,3684,1703
3571,1817,1670,3687,1707
3572,1818,1669,3689,1710
3573,1819,1668,3692,1707
3574,1820,1669,3695,1708
3575,1821,1669,3697,1707
3576,1820,1669,3697,1707
3577,1820,1671,3700,1709
3578,1822,1670,3700,1706
3579,1822,1671,3701,1704
3580,1824,1670,3701,1702
3581,1823,1672,3702,1699
3582,1824,1672,3705,1701
3583,1826,1671,3705,1700
3584,1828,1671,3706,1697
3585,1828,1671,3706,1695
3586,1827,1672,3708,1692
3587,1828,1671,3709,1690
3588,1830,1670,3712,1694
3589,1832,1668,3713,1694
3590,1833,1670,3713,1694
3591,1835,1670,3715,1692
3592,1836,1671,3714,1689
3593,1838,1671,3716,1686
3594,1840,1672,3718,1687
3595,1842,1673,3718,1689
3596,1841,1672,3720,1686
3597,1841,1674,3722,1684
3598,1843,1672,3721,1682
3599,1843,1671,3720,1681
3600,1843,1672,3723,1678
3601,1843,1672,3726,1679
3602,1842,1675,3726,1676
3603,1843,1676,3728,1676
3604,1844,1674,3731,1680
3605,1846,1674,3734,1684
3606,1845,1672,3735,1687
3607,1844,1671,3736,1691
3608,1845,1669,3738,1695
3609,1844,1667,3740,1696
3610,1844,1665,3741,1698
3611,1845,1668,3740,1697
3612,1845,1666,3740,1699
3613,1844,1667,3741,1697
3614,1845,1670,3740,1694
3615,1847,1670,3742,1693
3616,1846,1668,3743,1693
3617,1846,1668,3746,1692
3618,1846,1666,3746,1693
3619,1846,1669,3748,1696
3620,1847,1668,3747,1698
3621,1848,1667,3750,1699
3622,1850,1668,3749,1700
3623,1849,1671,3752,1703
3624,1848,1670,3751,1704
3625,1850,1671,3753,1703
3626,1851,1674,3754,1702
3627,1852,1673,3754,1704
3628,1852,1673,3755,1706
3629,1854,1675,3754,1710
3630,1856,1676,3755,1707
3631,1858,1674,3755,1711
3632,1860,1676,3755,1715
3633,1861,1677,3755,1719
3634,1862,1675,3754,1722
3635,1861,1673,3754,1724
3636,1861,1675,3755,1721
3637,1862,1676,3754,1724
3638,1861,1679,3755,1723
3639,1862,1679,3758,1724
3640,1863,1678,3760,1723
3641,1862,1679,3760,1726
3642,1861,1677,3761,1727
3643,1860,1677,3760,1731
3644,1862,1675,3763,1734
3645,1863,1673,3763,1731
3646,1862,1674,3765,1730
3647,1862,1674,3764,1733
3648,1862,1673,3765,1732
3649,1862,1672,3766,1734
3650,1861,1672,3766,1732
3651,1860,1672,3768,1734
3652,1862,1670,3768,1733
3653,1863,1668,3771,1732
3654,1862,1668,3770,1730
3655,1861,1667,3773,1728
3656,1861,1665,3776,1730
3657,1862,1666,3776,1732
3658,1864,1667,3779,1734
3659,1864,1669,3779,1731
3660,1864,1668,3778,1729
3661,1866,1669,3779,1727
3662,1866,1671,3781,1727
3663,1868,1673,3784,1727
3664,1868,1672,3784,1726
3665,1867,1675,3784,1729
3666,1867,1674,3786,1731
3667,1869,1676,3785,1728
3668,1870,1676,3785,1730
3669,1872,1674,3784,1733
3670,1872,1673,3786,1736
3671,1871,1675,3787,1739
3672,1871,1675,3790,1739
3673,1873,1676,3791,1739
3674,1872,1677,3794,1738
3675,1873,1676,3794,1739
3676,1873,1677,3797,1737
3677,1874,1680,3796,1739
3678,1876,1680,3798,1736
3679,1878,1680,3801,1740
3680,1880,1681,3804,1740
3681,1882,1684,3805,1743
3682,1884,1683,3804,1745
3683,1883,1685,3803,1743
3684,1882,1684,3805,1742
3685,1884,1683,3807,1745
3686,1884,1685,3807,1744
3687,1883,1687,3810,1742
3688,1882,1690,3811,1742
3689,1881,1691,3811,1743
3690,1883,1691,3814,1744
3691,1884,1693,3815,1748
3692,1886,1695,3817,1750
3693,1888,1695,3817,1754
3694,1889,1693,3817,1756
3695,1890,1693,3817,1755
3696,1890,1691,3816,1752
3697,1891,1693,3816,1752
3698,1891,1694,3816,1755
3699,1891,1695,3816,1757
